text,rationale
"Hmm?  Shh, Student D, stop.",0
"Yeah.  B is actually the 10th multiple.  So if we took B and doubled it – 260 plus 260 gives us 520, because the 10th plus the 10th gives us the 20th.  Okay?  I’d like you to do these, or start this on your own, please.  I’m coming around.  If you would like to work with someone next to you – no one’s leaving their seats – but if you want to work with someone next to you, you can.  If you have a question, you can ask them if I’m working with someone else and you need help.  I can already see Student S and Student B have started working together.  You can all start working now on this.  Yes?",0
"Okay.  Let’s do this.  Want to start with this one?  No, not really, I guess.  All right.  Can you show me how you solve that?  Student T, can you please stop?",0
"8 times 30.  And who can tell me what the dimensions of this array are, Student B?  8 times 7.  Take one minute to solve this, please, and then I’ll call on someone to answer.  If you need help, raise your hand.",0
"Let’s go.  Get your math stuff out.  Go move your desk, right back up.  All right.  Back up a little bit.  Okay.  Back up a little bit.  Pull your chair in, Student R.",0
"All right.  Who can tell me how to solve this?  Turn your body, please.  Student J, 8 times 30?",0
"Build it for me.  Let me see.  That doesn't look like that. Silence from you two.  Next word I hear from either one of you, you go on the board.  You're talking nonsense.  I'm coming back, so keep going.  I'll come back.  Nice work. You need to label the right angles.  Have you labeled the right angle?  Can you fill in Student S on what we're doing?  It's tricky.  You made the same shapes, just a different size.  One of those is okay.  Does that have a right angle?  When people don't try, that's when I get a little upset.  Put those together and what do you get? Where's the right angle?  Right in the middle there.  All it takes is trying, right?  You need to be putting shapes together.  You cannot use just one.  Where is your right angle?  You have 1, 2, 3, 4, 5, 6.  You have six right angles right there.  You have about five more minutes.  You should have at least six shapes with right angles.  That one's too big.  What about try these?",1
"Yeah.  Which side is which?  You cannot label these right angles because they are not.  Which side is your right angles?  This is good except these are not right angles. These are okay, but you cannot use this square for right angles.  You need to have it curved.  If you draw it like that, you're telling me it's a right angle.  So go back and fix, because this right here is not a right angle.  It's an obtuse.  These are not right angles. You can't have the square.  You need to have it be curved.  That's not right. It's acute.  When you're finished, put the shapes away. All right.  That buzzer is going to ring in 30 seconds. All right, boys and girls.  I've clapped four times.  If you're continuing to talk, initials will go on the board. Eyes up here in 3, 2, 1, 0.  Student J, I don't see your eyes.  Initials will go on the board.  Student E, I don't see your eyes.  I called for all eyes up here and I gave you a count down.  There's no reason why your eyes could not be up here.  This is the shape we originally started with, and how many right angles did this shape have, Student R?",1
"I'm only asking right now for shapes that have one or more right angles.Friends that have their friends up, when I call on someone, you're not going to start moaning and groaning.We're going to do more than one.First I would like Student M, your hand is not up, but I know you have some.",1
"Thank you.  Change it back to its owner and count how many you got right.  If you are not ready when I call your name, you do not get a star.  So 10, 9, 8, 7, don't put it away. You're going to make one pile. 6, 5, 4, 3, 2, 1, 0.  Voices go off.  Student J?",0
"Which one?  This one?  This right here is not a right angle? I'll give you one minute to get those pieces in the bag. Anyone who is still fumbling around with pieces in one minute will have classroom consequences.  40 seconds.  Not right now.  30 seconds.  There's pieces on your desk still. 20 seconds.  10, 9, 8, 7, 6, 5, 4, 3, 2, we are not doing a nice job listening to directions, 1, 0.  Okay.  All polygon pieces are away.  If you still have them in your hands or on your desk, you are not following directions. If you are still talking – Student P, you are not even close to following directions.  Reading a book is not directions.  I can't wait to send this video home to all your parents.  You just made a comment.  Really think about speaking before raising your hand.  How many right angles does Student A's shape have, Student Z?",0
Why are they obtuse?  Who can help Student M out?  Why are those two angles obtuse angles?  Raise your hand.  Student G?,0
"Sit down.  What is the measurement – you can do it after – what is the measurement of a right angle?  Raise your hand. Student A, what is the measurement of a right angle?",0
"Raise your hand if you think we met both of our goals for today.If you're not raising your hand, you're not listening to my question.We just went over the fact that we met both of our goals.Raise your hand if you think we met both of our goals today.",0
"No.That means when I call your group, you're going to walk over to the recycling bin and recycle it, or you can put it in your green math folder.Then you can continue to work on your division coloring piece from this morning.You may not read.",0
"The first group that can sit in their chairs straight, already be working on their division coloring piece, will be called, and can do so silently, will be called to bring their papers.Of course.The group that can do this the quietest will get some extra points.",0
"Throw your paper away if you'd like, or you may keep it.There's the library.Some groups won't be getting the bonus points.Stop that, please.It's really distracting.Student M, will you go around and collect these?Make sure the bags are sealed so the pieces don't fall out.",1
"One pile on your desks, please.  Put everything away now.  Our math lesson is starting.  Student A, will you collect them please?  You need to be focused on this question.  Ask me once more and your name goes on the board.  Student A is collecting them.  All right, boys and girls.  5, 4, 3, 2, 1, 0.  Eyes up here, please.  I'm at 0.  Put it on my desk. Student P, are you still talking?  Yes or no?  Going to keep it up?  I don't see all eyes from the Nikes.  Who can tell me what this shape is called?  There's three different names we could call this shape.  Student A, what is one?",0
"It has four corners, and what are those four corners called? Raise your hand.  I have my shape.  We've called it a square, a quadrilateral, a rectangle.  What do those four – now Student A, are you talking about this, or are you talking about that?  Which part are you talking about, this point or this square?",0
"Please don't ask me for bathroom or drink during this lesson. Who can remind me what it means to have a right angle, Student A?",0
"Now last week, Student A, we used these polygons.  What did we do with these polygons last week?  Student T, eyes up here. What did we do with these polygons last week?",0
"Creating angles by joining two or more power polygons.  Student T, you must have your eyes up here.  We're going to be identifying angles and creating angles.  We're not doing fast math this morning.  Now if I hear any complaining, I'm sorry.  That's just how it's going to be.  Student T, your name will go in the book because you're just being disruptive now.  We're going to be creating two or more angles by joining the power polygon.  You're going to get this blue paper.  You'll notice it's the same on both sides.  On the front side I want you to work to create shapes with right angles.  So on the front you're only going to be working on right angles.  Student P, what's the only angle you're worrying about on the front?  Right angles.  So when you get your paper, if let's say this is the shape that you made, you would draw the shape on your paper.  Okay.  This shape would be in one of your boxes, and because we're only worried about right angles, you're going to show me the measurements for right angles.  What's the only measurement we're worried about on this front side, Student A?",1
"1, 2.  You do not have to draw on the dotted line this time. You're just drawing me your new shape that you made.  So when you and your partner get these polygons to share, please make sure they don't go on the floor.  You're going to have 15 minutes to work on the front side, and then we'll share.  I will certainly sharpen the pencil.  I'm going to set the timer.  You better be getting yourself in control.  Do you understand?  Look at me.  It's embarrassing.  Everyone is going to see that, how out of control you are.  Hang on.  I can see your hand. [Inaudible].  Just so you know, everyone is seeing you out of control.  You too.  Student N, come get some for you and Student T.  Right angles, acute angles, obtuse angles, okay?  All right angles on the front.  What?  I would just be self conscious at this point.  I don't see you working. I see you talking, not working.  You're supposed to make right angles.  You can't just draw one.  You have to put them together somehow.  Stop, because you're not following directions.  You have to put the shapes together.",1
"You sure?  You know how we can check?  You can match it up to the corner of this paper.  Does that make a right angle? You've got one right there.  Once you draw that, help your friend out.  Let's see.  I don't see any shapes, and I see you playing.  I'm going to go to another group and when I come back I hope I see shapes on there.  Let me see.  Good. Nice job.  Keep going.  Which two did you put together to get that?  Student A, less talking, more working.  I'm not worried about what Student Z said.  It looks like this one and another one of those?  Good.  Let's see what else we can find.  Let me see.  Nice.  What can you put with that? What?",0
"I just want to know what you think.You haven’t learned it yet, so I don’t expect you to know a whole lot.And it’s okay if things are wrong.Teacher D and I are going to be looking for groups that are participating.We need everybody getting a chance to talk, okay?",1
"Two out of five.  Excellent, ladies.  You can find a seat. Thank you.  What questions do we have, so far?  What questions do we have, so far?  Is that a hand?  No?  All right.  We’re going to do an activity that has to do with fractions, okay?  So I know that some of you saw these this morning.  You are going to get a carton of eggs.  They’re not real eggs.  They’re plastic ones.",0
"Oh, and I love the way that Student J is excited to do the activity, but he’s not shouting out, okay?",0
"I’m going to ask you to go sit where Student J is sitting. Student J, who is your 6:00 partner?",0
"I’m going to ask you to go sit next to Student J.  Student C, who is your 6:00 partner?",0
"Your 6:00 partner is Student S.  I’m going to ask you and Student S to go sit at the horseshoe table.  Can I hand - that’s four at this group, so could I have you take this? Bring your pencil with you. Be very careful of the camera. Student A – oh, and I love that some people are waiting so patiently.  I love it.  Student A, what’s your 6:00 partner?",0
"Student J, I’m going to come ask you to sit where Student K is sitting.  Student K, who is your 6:00 partner?",0
"Student K, I’m going to go ask you to sit where Student P is sitting.  Student P, who is your 6:00 partner?",0
"Student D, I’m going to just have the three of you work as a group, right there, is that okay?  Excellent.  I will give you yours.",0
"Yes, you may open it.  All right, so you can sort of open it. See what they feel like.  People’s look a little bit different.  Okay.  Boys and girls, I just want to make one thing very clear before we begin.  Can I have your attention for just a minute, please?  Thank you.  The color of the eggs does not matter, okay?  Student K, what did I just say, sweetheart?",0
"There’s 12, okay?  There’s 12 eggs in the carton.  What I would like you to do now is to put your name on your paper if you haven’t already, okay?  Student C, what do you need sweetheart?  A pencil?  Be very careful of the camera, okay?  All right.  If you can hear my voice, please put your hands on your head.  If you can hear my voice, please look at me. All right.  We’re going to be pretending, pretending, of course.  They’re not real eggs.  We’re going to pretend that we’re baking a cake, okay?  And I’m going to say you need six eggs to bake that cake, so I want each partners – or there’s a group of three over there – to remove six eggs from the carton.  Wait.  It doesn’t matter which six you take out.  Keep that in mind.  Any six eggs you may take out.  Do that, now.  And if they start rolling you can put them in the colored bins.",0
"Yeah, you can put them in there just to hold them if they’re rolling everywhere.Please take out six.All right.Once you’ve done that, please put your hands on your shoulders so that I know that you’re ready.Student D, that’s not a good place for them, okay, sweetheart?",1
"Do not bring your pencil.Your paper.Any of the eggs.You’re just going to take a look at the different ways that people took out those six eggs, okay?You only have 30 seconds to do this.Of course, Student J, there’s no running.There’s absolutely no talking.",0
"Not running.  Can you talk, Student D?  No.  All right.  So I would like you to please push in your chairs.  Stand up. Don’t move, yet.  Just push in your chairs.  Stand up. Push in your chairs.  Don’t [inaudible] yet.  The challenge is, let’s see if we can do this without turning on our voice.  You’re looking at the different ways that people arranged their eggs.  Go ahead.  Thirty seconds starts now. Oh, my goodness.  I’m going to have a whole lot of points to give out.",0
"Here’s my question.  How is it that they took out the same fraction of eggs, but yet these two containers look so different?  Student D, I don’t want you playing with the eggs, sweetheart, because that means you’re not learning. Why don’t you put those back, right in the bin?  I’m super confused.  I need some help.  Somebody help me out. Somebody help me out.  Student D, what are you thinking? Student C, don’t [inaudible]",1
"Twelve.  They both have six-twelfths left.  That’s really important to remember with fractions, because as long as they’re – was it Student E that talked about the equal parts?  Who talked about the equal parts?  Student A? Student D?  As long as they’re equal sizes, and we have these equal sized pieces, okay?  So in this case, the eggs it doesn’t matter which order we take them in, or which order we take them from.  All that matters is how many there are and how many that’s left.  So if there’s six out of twelve, even if they’re arranged differently, if this group still has six out of the twelve left, the fraction is the same. Ask questions.  What are we confused about?  I know that’s sort of a lot to take in.  Is anybody?  Be honest.  Who’s stuck and sort of confused as to how those fractions are the same?  Nobody?  All right.  Let’s try one more.  Please put all of your eggs back into the carton.  Make sure both partners get a chance to do some.  Okay.  And I want you to read number two.  I didn’t have you shade in number one on the page, because we did that together, but now we’re going to do number two.  Could someone read it for me?  In a nice, loud reading voice?  Student S, could you read number two for me, please?  Start with –",1
"Okay, that’s fine.  That’s fine.  As long as I know that. Student L, finish yours.  All right.  Student K, perfect. All right, if you can hear my voice, put your hands on your head.  Student K, if you can hear my voice, put your hands on your head.  All right, if you can hear my voice, please look at me.  The question asks what fraction of the entire set is four?  First of all, does everybody have four eggs left?",0
"All right.  Let’s stop.  I want everyone to put their eggs down, if you’re playing with them.  I think we’re getting confused.  And look at me.  It’s the same thing as with the students.  It’s asking what fraction of the eggs that is four – think about what the top number is, Student J.  The top number is how many eggs we have left.  Student D, what’s the top number of my fraction?  The numerator?",1
"Eight-twelfths.  How’d you get that, Student J?  And I’m going to call on people to make sure that they’re listening, because Student J, I know is going to have a really great idea.  How’d you get that, Student J?",1
"He removed eight out of the twelve, so for B his answer looked like this.  [Teacher writing on board].  And I just have to say right now - Student S, go put a point in for great listening.  You’re not playing with the eggs.  You’re not making jokes with the people around you.  You’re ready to learn.  I bet you’re going to do awesome with fractions.  I don’t expect everybody to completely understand them, today, but I do expect that you’ve learned something, and that’s only possible if you were listening.  B.  Eight out of twelve.  Student J, tell me what Student J just said. How did he get eight out of twelve?",1
"Not right this second.  All right.  I know that it just got a little bit loud across the [inaudible], but I really appreciate the people who are still listening.  If you can hear my voice, clap once.  [Clapping].  If you can hear my voice, clap twice.  [Clapping].  If you can hear my voice, put your hands on my head.  If you can hear my voice, put your hands on your shoulders.  If you can hear my voice, take your hands off my shoulders. I’m wondering – this is a super-de-duper big challenge, so it’s okay if we don’t get it yet.  But did any groups, Student C, listening.  I might call on you to repeat some ideas.  Does any group have sort of, maybe an idea of a fraction that is the same as four-twelfths.  Noticing the way I divided the groups.  Student J, what are you thinking?",0
"I’m going to write your idea like this.  One-half equals six- twelfths.  Is that all right?  Okay.  What else do we know about fractions?  I’m going to come to someone from the red group after Student J, so be thinking.  Maybe you’re just going to take - Student C, I might call on you, sweetheart. You better put that ruler away.  Look at me.  Put the ruler away.  You need to be thinking.  Maybe you’re going to take an idea from here – that’s fine – and put it over here.  It doesn’t have to be a brand new idea, but you should be thinking.  Student J, what else do we know about fractions?",1
"When you’re done, raise your hand.  Boys and girls, you’re doing this on your own, so that I can see who needs some extra help.  There’s no talking.  It’s not hard.  What fraction is six?  I can’t tell you.  Go ahead, Student J, A, B, and C.  Why do I hear your voice, Student D?  You don’t need your voice to write.  It’s very important that you do this on your own, unless you’re working with Teacher D.",1
"Stop.  Can you help Student J?  Just color in the eggs and then have him do the paper on his own?  All right.  I’m coming to collect them.  You should have had enough time.  I have to say I would like Student D, Student E, and Student D to go put a point in for responsibility for their team. There was no chatting, over there.  And I see some different answers on their paper.  Different work done, so I know that they worked independently.  Student J, can I have yours?  When I collect your paper, you can put the eggs together.  [Inaudible]?  [Inaudible] are you almost done?  All right.  Here’s your ticket.  Why don’t you have an answer, sweetheart?",1
"Yellow group.  You may go.  Be very careful of the camera. Horseshoe table, you may go.  Green group, you may go. Student G, be very careful of the camera.  You just walked way too quickly  near it.  Boys and girls, let’s problem solve.  Instead of making a line in front of the camera, can we please line up this way?  Away from the camera, please.  Red group, to the stop sign without turning on your voice.",1
"Hmm.  Need some help?  All right.  Make sure you’re listening. Hmm.  Who can tell me sort of, what Student D was just talking about?  Not word for word.  I should see more hands.  It doesn’t have to be exactly what she said. Student J, what was she sort of, just talking about? Because she had a really great idea.  I just want to make sure that everybody knows it.",1
"Come up and write it for me, so I can see.  Student D, Student C, can you scoot over this way a little bit so the camera can see the board?  Yeah, you can stand in front of this board.  That’s fine.  Yeah, right up here.  [Inaudible] so they can see.  Thank you, Student C.  Student P, how did you get that?",1
"Four people.  Do you know what the fraction might be?  Let’s take a look.  Student D, and Student C, can you split up for just a minute?  Student P told me that one out of five, one-fifth are wearing a purple-striped shirt.  If I said what fraction of them are not?  You told me there’s one, two, three, four that are not, out of how many?",0
I can’t hear you.  What did you say?  Speak up.,0
"Two-dimensional, right.  That’s for that.  But when we’re dealing with cubes, we have three different numbers; it becomes a cube.  When we’re dealing with two number then it’s what?  Squared.  I’ll hold on because I’ve got something people who are not focused.  They’re not paying attention.  I also want you to look around your areas for one second please.  Now what I’m gonna ask you to do is I’m gonna ask you to draw a box and we’re gonna practice together.",1
"960 cubic inches inside.  Excuse me.  Can we focus?  Student T, I’m over here.  Turn around.  And it’s a very simple formula.  The formula is not complicated.  If we’re looking for the volume inside, what we want to do is make sure you know your volume.  How deep?  How much room?  And that was the main thing it told me, how much room is inside this box.  Yes?",1
"There’s no magic to it.  If you want to find the volume, all you’re doing is looking at the length, width and height. I’ll wait because there are some people being rude, people up walking around.  I’ll wait for you.  Pencils.  And I’ll wait for Student J, who is not on point either.  Student J, no, you are being rude right now.",0
"Sweetie, this is not the time.",0
I’ll wait for you because you’re being rude.  You all are making me feel quite disrespected right now.  [Inaudible].,1
"Hi.  Could you pick that up please?  Have a seat please.  Now this is for you.  I need you to understand.  I’m trying to get you to understand how to do this, so you won’t have an issue with it.  Do we understand that?  You don’t need to have these and I don't know why you have them, so put them back.  We’re working with the box.  Could you get these out of your chair?  We were just working with the box.  Did you have a good meeting?",1
Repeat yourself.  I can’t understand what you just said.,1
Raise your hands.  Don’t yell it out.  We got some people that said they got an answer.,1
"I’ll wait.  I’ll wait.  I know you’re excited.  It’s 3,500 cubic yards but it could also be read, like Student K said, 3,500 cubic yards, but he said yards to the third power or yards cubed.  Do you want to do another one?",0
"Excuse me, Student J.  We raise hands.  Why wouldn’t we put a video game in here?  Student J.",0
"Okay.  Raise your hand.  What do you have, Student G?",0
Okay.  I can’t hear her.  Why are you doing 10 times 18?,0
So should you – I’ll wait because you all are being very rude. You’re being really rude.,1
"You can fix it.  Okay.  You know what?  I love you ideally, but you guys have been really rude.",1
"Student S, sit up please.  Thank you.  Yes.  What’s missing?",0
"You’re gonna exit to out the door in a minute.  That’s where you’re gonna exit to.  It’s only 2:15, yes.  We’re gonna exit into something else because we’ll move over and start doing something else.  You ready?",1
"Everybody got their box ready?  I’ll wait for you, Student J. Student J.",0
Let’s get it together.,0
Are you ready?,0
"Wait a minute.  I can’t hear you all.  Student D.  I’ll wait. So the box had to be at least that big, right, to fit that amount.  Very good.",1
"Go ahead and get out all your math materials please, your math",0
"Yeah, square units.  You're measuring going down here, okay? Student J's side, you may take a bathroom and water break. I'm going to count this one right here, going down. Student A, no sir, not until I get some work done.  Then you can go.",1
"So again, you guys are not paying attention.  The base is 14 and the height is 5.  14 times 5 is 70.  What are you missing from this part?",0
"Yes.  What's your question?  Make sure you fix that.  Second step is you're plugging in all the numbers.  You haven't done it correctly.  Erase.  Stay focused back there.  Erase everything, all this underneath.  Okay.  What numbers do we know?",0
"Do B times 25.  Next row is going to be 800 divided by 25.  Do that work right here, and you're going to do B equals whatever it is.  Student J.  If you get done early – it doesn't look like you've done anything since I've looked at your paper.  What number are you on?",0
"I'm going to walk around and take a look.Do it on a separate sheet of paper.Make sure you show all your steps like we just now did in class on the board.Student A, you need to get into the habit of sharpening your pencil every morning.I'm going to sharpen one more for you.",0
"I'm coming around to take a look at your work, boys and girls.I don't understand why all your problems are having [inaudible].It's not working.You have three.That should be enough.Sit up nice and straight.Don't forget to put parenthesis around that.",0
"I don't know what you're working on in class because you're not doing class work.  You're not doing homework.  Now you're sleeping in class.  If you're not doing your homework, you must be sleeping at home.  Who else did I not see homework from?  Everyone else I saw?  Okay.  Go ahead and open up your page to 442 for review for me, please.  All right. When I call your name to the board, you need to show me all the steps.  Student J, go ahead and do number eight.  Do it on this side of the board, and number 10, Student C is going to do it on that side.  You should all be watching, pencils away, red pens out only.  Student J, that was homework, not class work.  Red pens out.  Nice and big so everybody can see it.  Erase and start over.  Start with what?  The formula.  Red pens.  Student A, do you have a red pen out?  Didn't I just give you one the other day? Why is it that I keep skipping over you magically every time?  You need to get it together.  Do you have your red pen out?  All right.  Let's go ahead and start with number eight here.  Start with your formula.  A equals a half times base times height.  The second step is A equals a half times the base which is what?  What is the base?",0
"It should be 8 times H now.  You can take away the parenthesis now.  You're done with the parenthesis.  Missing what here? 8 times H.  What's the opposite of multiplying?  Now you're dividing and you're going to be able to figure out what H is.  My two helpers, Student R and Student B, could you go around and pick up last night's homework for me, please?  What is the base?",0
"That should be 8 times H.  Do I have everyone's homework from last night?  Who is saying no?  Student J, is that you? Are you being silly?  Here's 8 times H.  Now what is the opposite of multiplying?",0
"Done?  All right.  I'm about to do it on the board.  You haven't even done number one.  You haven't solved anything. You haven't even copied the problem down off the board. Everyone's almost done.  All right.  I need all eyes on the board.  Pencils down, all eyes on the board for me, please. All right.  Number one, we don't have a triangle there for us, but I've given you all the information you need.  You start out by what?  What's our first step?  Write the formula.  A equals half times base times height.  Okay. Don't tell me B times H, okay?  I need you to tell me what it is so we know what that word means.  The next step, we're plugging in the numbers.  We don't know what A is.  A stays the same.  Half stays the same.  Do we know what our base is?",0
"It's not square.  Base and height is not squared.  It's squared only as the area.  Now I'm going to have you practice for a grade.  We've gone over our homework, practiced some more, and the more you practice, the better you're going to get. Anybody have any questions before I give you your class work?  Okay.  I asked you all to keep your workbooks because we're going to be working on workbook page 108.  Go ahead and turn there.  I'll be calling areas for bathroom and water break.  On page 108 I want you to go ahead and do just 1-11.  I want you to show me all your work on a separate sheet of paper.  I want it numbered.  There's not enough space on your workbook page to show all your steps, especially starting with number three.  So I need you all to just start with number one on a notebook sheet of paper and show me all your work, and your answer should be the only thing on the lines inside your workbook.  We're doing 1-11.  Any questions?  I need all notebook sheets of paper out so I know you're starting to work.  If you have any questions, come and ask me.  I'm going to sit up here in the front real quick.  I will walk around in a few minutes. I'm just going to glance over your homework.  Yes, dear?",1
"Guys, I can't hear Student E.  So you need to be a little louder, and you need to whisper a little less.",1
"They're there to actually push around and show your math problems, all right?Let's see.All right.I think we're good with adding and subtracting like fractions.So what I'm going to do is invite you to go to centers, and you may take your candy with you, or you may leave it in your bag.",0
"So enjoy your candy, go to your math centers, and I'm going to be pulling some people up to the front to talk about equivalent fractions.Since I won't be using the group table today, that's a place you can use for centers instead of this front floor space.",1
"Student M, you're going to come to me for group, and Student L.  You all can just drop your stuff off, and we're going to be standing at the board.Put your stuff down.We're just going to stand at the board.",1
And you're all for crammed in this tiny little space?  Go where you have room.  You're going to need paper to make your answer sheets.  Okay.  How's it going?  You struggling with anything?  Okay.  Let me know.  Okay.  We actually – can you divide by 3?,1
"3. so we've got 3 and something.  3 times something is going to give me 111.  I see lots of people working it out on the floor.  You can do either 111 divided by 3, or 3 times a mystery number equals 111.  Whatever you want to do.  Can you tell mom that she can't come in right now?  Anybody? If that helps – got it?",0
Very good.  So write down your hundreds.  How far is it from 320 to – can you say it out loud so they can hear it?,0
"What are you wrapping in?  315 plus what?  That should equal what?  You're looking for it to be 634.  I need Student J. Student J will now be leaving the room.  Come sit back here, please.  Get your book and sit back there.  1, 2, 3, eyes on me.  It's too bad that most of you are doing a great job and some of you just want to make a joke of everything.  Student J, go get your things and sit back there.  I'm waiting for you, Student A, to sit down.  The question was, Jamie's family was going to visit their grandmother who lives 634 miles away from their house.  On the first day they drove 319 miles.  How many did they go on the second day?  I'm going to erase this now because everybody remembers RUUSSC right?",0
"You must take 9 away from the 4, like that.I need you to start banging out here.I'm doing a video.You need to go to Ms. H's room now.Take your work to Ms. H's room.All right, everybody.We're going to start to share this.I want to have you stand up here.",0
"I'll have to you sit down, Student M.  I want to explain to us what she did, and I'm going to write it over here if we think this is a good way to do it.",1
"Let Student A answer, please.",0
"How much is 14 minus 9?  Please don't yell out.  5.  Let's cut this down to just two tens.  She had one 10 she needed to take away, Student E.",0
Listen to me.  Don't look at that.  I have two.  I give you one.  How many do I end up with?,0
I can't hear your voice.  You need to say it much louder.,1
How did you figure that out?  I'm waiting for everyone's eyes and pencils to be down.,0
"I need only the person I'm speaking to, to answer, please.  4. Then we turn this into an 8, 800, and 8 minus 0 – how do I double check my work using the American algorithm, Student J?",0
"Everybody close your eyes, please.  This is what I was hoping you would do to begin with.  This is what you need to do when you're doing a story problem.  So Student C, if your eyes are closed, and you're imagining, I have to go to my grandmother's.  It's way over there, 634 miles away.  It's too far for me to drive in one day, Student J.  Today I'm going to go 319 miles.  Tomorrow I'm going to go some more to get there, because I'm not there yet.  319.  Is that bigger than 634?  No.  It's smaller.  So don't I need to go more tomorrow to get there?  Yes.  If I go 319 today, am I going to add miles on tomorrow, or go backwards towards home?  I want to get to my grandmother's house.  Do I go 319 miles today and turn around and go back?",1
"And Student J, how far of a jump is that?  Plus 80.  I'm going to wait until Student A shows me his complete attention. Student V, what's my next jump from there?",0
"You can work with Student A.  I don't know why you're up there, but you need to take it up there.  You need to be very quiet.  Student V, can you work with Student L up here? Yes?",0
"No, 10 plus 5.  I need big voices for this, everybody.",0
"No.  That is not your answer.  Be careful.  1, 2, 3, eyes on me.  I want to share very quickly.  On the count of three I would like you in your seats, please.  1, 2, 3.  All right, everybody.  Number two – I know we're running late. I'm sorry.  I'm going to wait until I hear all the voices stop, and I see everybody paying attention and not drawing on their desk.  Mr. Rivera and Ms. Santos each drove from Boston to two different cities.  Mr. Rivera drove 446 miles to Washington.  Ms. Santos drove 1,300 to Orlando.  How many more miles did Ms. Santos drive?  You're visualizing. The first thing you're doing is closing your eyes.  You're saying, ""Mr. Rivera drove 446 miles.""  Which one is further?  Is 1,300 further or 446?",1
"Because that's how far one person drove.  Now I want to know what the difference is that gets me to what ending?  What's the furthest?  1,300. Student J, could you stop, please? Okay.  I'm waiting for all eyes.  Pencils are down and all eyes.  So if I'm doing a number line, who could help me do the number line?  Student C, 446 to what?  What's the first thing I'm going to jump to?",0
"Student A?  Student L, you're going to be next.  Be prepared. You need to pay attention.  Student C, what we did is finding the difference.",1
"R is read it, understand, and underline, show it, solve it, check it.  Okay.  I forgot to check it.  I didn't check. Okay.  Read it, understand it, underline it, show it, solve it, and check it.  So we read it.  I think it's a good idea to read it again, right?  Now we have to underline.  So Jamie's family visited their grandmother who lives 634 miles from their house.  On the first day they drove 319 miles.  How many miles did they have left to drive on the second day?  What am I going to underline?  What's important here, Student M?  Can I have you sitting up, Student J?  I know yesterday was a long day, but we need to pay attention.",1
"Very good.  Why don't you go around as mentor?  Don't give them the answer.  Remember, you're just helping them.  So show me what you would write there.  So Student J, you ended up with an answer of 953.  Tell me what you did.  What was your thinking?",1
"Okay, because you know that’s a partial quotient, right.  Put your hand down, she’s not done.",1
"Yeah, that’s partial, that’s fine.  I don’t want to belabor the same points.  We should be on the next page, and I’m going to make a copy of this.  Excuse me, sit down.  What was your job?",0
"Put that away.  Put that away.  All right, so it says – go ahead, Student A.",0
"What’s the answer?  No, put that away.  No.",0
"What do you want?  Quickly, we’re waiting for you.  You should have been doing that when I asked for people to have their homework out.  So far we’ve wasted about five minutes, to therefore you’ll be sitting here for five minutes doing extra work for me.  Do I have everybody’s attention?  You dropped something, Student L. I will also check off your homework when we’re done.  I want to go over the math packets first.  I graded them, but I still would like to go over them.  So, Student D, come up here. Student A, come up here.  Student H, come up here.  Student A, come up here.  Student A, come up here.  Actually, just hand this to Student A.  Somebody has no name, I don’t know whose it is.  Student L?  Student V?  Student M?  The only thing outside of your homework is your Daily Fix It, your homework, and this packet, everything else goes away, including that.",1
"I’m going to show it to you.  You’re calling out.  All right, so how many animals are there, Student V?",0
"Three flowers.  How many hearts?  Student A, sit down.",0
"Stop calling out, Student C.  Move your clip for calling out. 3 x 3 is 9 x 2 is 18.  You could have done it that way too.  There are 3 groups of animals, 3 groups of flowers, and 2 groups of hearts.  That way you could do it too.  So either way. If you’re not sure you’re comfortable with when to multiply, then you write the out, but what’s the most important thing you’re doing?  What’s the most important thing?",1
"Go sit down.  Week two is not the greatest one.  So which number is the greatest one?  Student C, you’re still doing it.",0
You read it wrong?  Sssh.,0
"14, carry the 1.  $5.49.  The first answer was you should have had on your paper, you should have had $1.25 plus $1.25 plus $2.99 is equal to $5.49.  The more exact that you are, the more information that you show, the more of a better grade you’ll get.  Student C, sit up.",0
"So what do we notice about this chart?  First just looking at the chart, what do you notice?  Wait a second, we’re having technical difficulties right now.  All right, this isn’t the best copy of this one, but you have it right in front of you, right?  Student N, your eyes should be up here. It says Monday, Tuesday, Wednesday, Thursday, Friday – it says number of balls made in the first week.  Let’s just take a look at that first week.  That first number is what?",0
"5, 10, 18, 28.  2, 4, 13, 14, 15.  First of all, 15 and 9 is 24, carry a 2, to start.  That’s why you got over the amount. Let me see.  Go sit down.  You added wrong too.  It was not $9.98. Did you see what you did with this?  So what threw you off was all this stuff.  And I don’t know how you got $9.98 in the first place.  That doesn’t even add up to $9.98.  And this would be over 10.  You [inaudible] subtraction [inaudible].  All right.  Yes?",0
"Why don’t you come sit over here, just for this thing.",0
"No.  All right, next one.  I’ll wait, I’ll wait.  Okay.  More time that you owe me if you keep talking.  Who has a question?",0
"I’m going to move your seat somewhere, I don’t know where. First, Student K read it.",0
"Oh, because you wrote 3:52, this part was wrong.  That should have wrong.  This is wrong if you got this wrong, because it’s really 9:15.  So this one’s right, but these two are wrong, so just pay attention. So if we are adding 30 minutes to 9:15, what time is, Student L? Come up here and do it.  See that?  You could have put a [inaudible], you could them completely right.  Can you sit in so nobody trips over you?  You could have done it too.",1
