text,cm
What's 5 times 2?,FALSE
"Yeah.  Just like that.  You’re gonna have to tape them.  Okay? Yep. Okay.  Now that you have your boxes, I’m gonna give you the sheet and I’ll just put them in the middle of the table.  As soon as you finish the boxes made, you can pass them around and we’re gonna talk about how you do this.",FALSE
"And then if I turned it around so that it was horizontal, what would we call it?",FALSE
Okay.  Yes.,FALSE
"Like if you look at it like you could step on here and then this is how high it is, and then you could step on here and then this is how high it is and then you could step on the top.",FALSE
"A portion of something is part of a whole, like we have 22 students in this class, so 22 would be our big whole.  Now 1, 2, 3 students out of 22 are sitting at the front.  So 3 is a portion or part of 22.  Now, we have looked at fractions, and we have looked at some percents or [inaudible], so today we are going to continue that lesson. We are going to convert fractions to percent.  Now first of all, Student A, will you please come and show me a half, a half of this whole portion?  Come Student A, quickly. Come on, sweetie.  Show me a half of this portion, this whole here, a half.  50 percent would be a half, so a half of this box.  If we cut this in 2, we would get 2 equal parts.  Everybody sees that?",FALSE
"Add them, right.  It's a good idea to start with your biggest number first and check off.  You had 200.  Check that off. I don't want you do to it in your head.  It's good you can do it in your head though.  [Inaudible].  Plus what?",FALSE
Are you all done for today because I don’t see your graph?,FALSE
"See, what you're telling me – look, Student J.  You're telling me we have one whole square shaded in, and then 36 little pieces.  How can you change your answer?  We don't have a whole square, plus 36 pieces.",FALSE
"How much you use, how much you can hold, correct?",FALSE
I handed it to you.  I flipped it over.  It said Student C. Where is it?,FALSE
"Go back and make your square again out of the 4 tiles.  Back up.  Make your square out of the 4 tiles.  All right. Ready?  How many tiles do you have?  You have 4 tiles to make your square.  All right.  So your area, which is the whole thing, all is 4 right?",FALSE
"So we have right, obtuse, and acute.  Thank you.  We have met our first objective.  We can all identify right angles as the corner, acute angles as smaller than, and obtuse angles as greater than.  Thumb up if we created angles by putting two or more power polygons together.  Now if your hand is not up and your thumb is not up, that means you did not follow my directions at all today.  What we did today was we put the power polygons together to create angles.  What type of angles did we create, Student A?",FALSE
The odometer on the car?  The little indicator that tells you how far and how fast you're going?,FALSE
Yes.  If I have 9—,FALSE
"You can use that, it’s fine.  If someone – for H – what’s the first step, Student D?",FALSE
"Number four, you have to do number four.",FALSE
In all of these?,FALSE
"They’re formulas.  You’re going to use the formulas for area of a circle, area of a rectangle, to get the answer.  And guys.  That’s all you need to write.  That’s all you need to write.  Again, steps one and two of an exemplar, guys. It’s not rocket science.  It’s not that hard.  All right. When you get to step three, you’re going to start solving the problems.  Just a reminder, Pi is what again?",FALSE
"So I'm going to write the 0 here.  Sorry.  I'm going to write the 2 here.  Because it's not – Mr. K, can you take him to [inaudible] room?  Can you go please?  Just call his mom and tell his mom exactly.  Because this 20, which is two 10s, it's not 100, we can't take it to the 100 level.  We have 700 plus 100 is going to be what?",FALSE
"No.  Student M?  It’s the first one to the right of the zero, right?  So it’s zero.  It’s the first one to the right of the decimal.  Then I look over here and that goes up.  Hey you all.  If you know I made a mistake because I was just going in my head too quick, holler at me and say, “Ms. S, I don’t think you’re right.” Nineteen and one tenth, and these can be zeros afterwards or not.  You rounded to the hundredths. When I was listening to Student H, I rounded to the hundredths and not to the tenths.  You need to round to the tenths.  Make sure you’re following the directions that are given.  Did you round to the wrong one?  That’s the hundredths place.  The tenths place is the first place to the right of the decimal. You’ve got to make sure you’re writing out the entire answer, not just the rounded part.  You’re not writing out everything.  When you write out the rounded decimal, it should be the entire thing.  So look at number two.  It’s nine and thirty-three hundredths.  Which digit is in the tenths place there, Student N?  Which three?",FALSE
Because it’s bigger.  Why is it bigger?  Student S?,FALSE
Which is it?,FALSE
Okay.  So the number we’re counting by is 26.  So imagine – I actually think someone did do a multiple tower with 26. Yep.  There’s one over there.,FALSE
Wait what goes in here?,FALSE
2 times 2?,FALSE
"No, because why?  I can't have one shaded, one not shaded.  Can I group it a different way?",FALSE
"12, which is a fractional part, 12 over 60.  Am I done?",FALSE
"Keep working on that one, Student D.  I’m gonna give them another one.  Let’s see.  506 times 27.",FALSE
Carry the 1.  1 plus 2?,FALSE
Mm-hmm.  Plus what?,FALSE
"All of the pages do need to be completed, okay?  You don't fill in all of the squares.  Now, here's my question.  Where do you find 278?",FALSE
Student D?,FALSE
"So I’m going to have some of you people that I will work with – I will tell you who you are.You’re going to work with me, and the rest of you are going to find your nice, quiet spot.Now, why I’m asking you to do this, you want to listen, is because I wanted to come from your head, your thinking.",FALSE
"Tenths.  So if one is tenths, how many do I need?",FALSE
I used up all 6 of them.  Look at the algorithm.  What will help me figure that out if I go back to the algorithm?  How can I get to 6 without drawing the picture?  What do you think?,FALSE
Why did you times it by 2?,FALSE
"No, I want you to be – oh, you want to work, okay, that’s fine. Then, that’s fine.  We’ll figure it out.",FALSE
"Oh, C is right, I’m sorry.  C is right.  You had A, a square. You know what?  I’m not giving you a grade on this, so if you’re cheating by changing the answer and saying “I have it,” then you’re cheating yourself.",FALSE
"That's exactly right.  So the range – very good.  The range would be 15 minus 5.  So your range is 10.  Who would like to go and write on the board what the mode is?  Student T, what are you going to write?  Mode is the most, okay?  I want you to write what it is so if people forget while they're working, they can look up there.  Mode is the most. Student H, you want to do the median?  What are you going to write about median?",FALSE
You know what you’re going to have to do? You’re going to have to build a bunch of them and see if they fit together to see if it’ll make a huge pattern.,FALSE
"Is that you know the math, and you know the fraction work, that I see an error that has nothing to do with the fraction and percent work.  And because of that error, none of the problems will be right.  What’s the first thing that we’re trying to figure out?",FALSE
"But you're doing 24 trees, not $24.00.  You're switching the – maybe you can put them in rows.  He wants to put them in rows of—",FALSE
60.  Keep going.,FALSE
So Student N said we need to add seven-tenths plus seven- tenths.  How did she figure that out?,FALSE
All right.  Thank you for that.  Thank you.  Student?,FALSE
Mm hmm.,FALSE
A compass rose is a tool used for constructing circles.,FALSE
"Good.  You liked it too?  All right, would you like to play a game?",FALSE
Does that work?,FALSE
"The 16 is the same, so yep, the same factors.  So both multiplication problems have 16 as one of the factors. Good.  Student J?",FALSE
"No.  Operations, what operations, Student D?",FALSE
Good.Yes?,FALSE
So continue talking.,FALSE
So I'm going to challenge you by doing 6.  So what's the next one going to be?,FALSE
"A needs to bring paper and pencil.  I have your big 20s that we're going to go over at the back table.  Everybody else is working independently.  Everyone else should have their text book out to page 98, paper.  When you get finished with it, do not turn it in to me.  We'll go over it, but you do have to make some graphs on there.  Student T?",FALSE
"So your score is 55, right?  Choose more cards and do it again, okay?  These are all wild cards?  Oh my goodness, I should’ve checked it.  I’ll check it for you.",FALSE
"Yes.  And, Student L, what did you just give me?",FALSE
6 what?,FALSE
"Listen, we need to figure out how much one costs.  We know how much four costs, we need to figure out how much one costs first, because how many does he need?",FALSE
"The 8 stands for the amount of flowers.  Student R, stop.  You have to go sit next to Student J.  Please.  Without complaining, go sit next to Student J.  So the 8 stands for the amount in each row.  What operation is this?  Student M?",TRUE
Mm hmm.,FALSE
Seven?  Why do you have eight?,FALSE
"All right, in your small group – lights please.  In your small groups you are going to do the exact thing, except you're going to break yours into different pieces.  Because we used the 10 by 10 already, Student K, I want you to simplify yours by 6.  That means you're going to –",FALSE
Four times what?,FALSE
What did you not see?  Where did you stop?  You started this way and just went across?,FALSE
Out of how many?,FALSE
"Not right now, no.  Where are those animals going to go?",FALSE
Times what?,FALSE
Double?  It's three people.,FALSE
"You do.  You need a title.  You need a label.  We said the side of the numbers is going to be number of students.  You always start at 0, 2, 4, 6, 8, 10, 12, 14.  If our scale goes to 14, our graph should only go to 14.  What would be a good title?  What was it asking?  The question was what? The question was what, Student S?",FALSE
"Well, keep going.  Put it up there.",FALSE
"Make sure your chair stays down, please.  Don’t hurt yourself. Student N?",FALSE
Pardon me?  The page that’s asking you to compare two-thirds and one-half.  [Long Pause],FALSE
"We're multiplying by tens.  Remember we're moving them from a ones place, okay?  We're moving from a ones place to a?",FALSE
"You felt like some of the problems were a little hard for you and Student M?  Student M was absent for like two days, so she missed some of the instructions too. Student C?",FALSE
"Okay, good.  And, Student?",FALSE
Line up the dot –,FALSE
"Excellent.  We have already done fraction strips.  We have already made a multiplication chart to help us with equivalent fractions.  What are equivalent fractions, Student M?  What is Student K talking about?",FALSE
"Okay, you need to write it, hon.  All right, I’m looking to give a point or two to that team member – [ding] – to that team member who has the answer solved correctly.  Now remember what I said.  I said it’s the same thing, correct?",FALSE
Go ahead.  Can you please help him with the long division?,FALSE
"Well, that’s what I wanted you to see if you could get this equation.  I’ll be right there, Student C.  What’s up? Nice.  So keep going.",FALSE
Okay.  Did anybody do it like this?  Well I know a lot of you did.  Let's see.  I get about 3.9.  Now you guys know that I'm still wearing these contacts that I don't like.  Let me turn this way.  You're right.  I get about 3.6.,FALSE
But which 5 is that?,FALSE
"X fewer than 16.  Be really careful how you translate these, guys.  [Students working on problems].",FALSE
"So one out of two, so what’s my number going to be?",FALSE
"I love how table four is working so quietly together.  Very nice.  Thank you, table one.  You guys are doing an excellent job.  Thank you, table three.  Table three – Student M, I want you to participate.",TRUE
"Sure.  What is it, Student J?",FALSE
No.  That's about adding.  Who knows what you call this one? It starts with a D.  Student P?  Student J?,FALSE
"If you got it, you can erase it.  9 times 4 is 33?  Uh-huh, yep.  We’re just having multiplying problems.",FALSE
So this becomes $6.00.  So you're going to write $6.00 beside it.  And then you're gonna round $2.52 to the nearest dollar.,FALSE
Would that be a good idea?,FALSE
Is this what you’re gonna tessellate?,FALSE
Drop down my –?,FALSE
Say again.,FALSE
"All right, I should see you stretching or sitting.  Seeing what table is ready.",FALSE
Can I put a yellow and a red together?,FALSE
"Boys, did you finish?  Where are you at?",FALSE
"Allow him to talk.  Look up here.  The classroom respects adults and classmates.  Can you give him the respect?  Sit down, Student D.  I'm listening to you, Student A.  Student A, I'm listening.  You were saying something about 9 and 2. Student S, can you tell me how we get 110?",TRUE
"You wanna complain about it, we can do it tomorrow during recess and P.E. too.",FALSE
Are they square inches?,FALSE
"Very good.  There are lots of situations in life where we have to divide some things up and measure out different amounts.  We said in 5th grade, in multiplication, you had to be fluent with the algorithm.  Good news. In 5th grade you don’t have to be fluid with the division algorithm.  You can solve your problems whatever way is most efficient for you.  Now we know that the algorithm might be the most efficient way, but I need to make sure you’ve got a really good understanding of division, because two weeks from now we’re going to leave whole numbers and we’re going to do decimal division, so I need to make sure you really know how to divide and record information before you work with the algorithm.  We are going to be doing some more modeling today with the – would one person from each group go up and get from that cart there, one Expo marker and two – no, more than two – see if you can get enough packages for everybody at your table.  One Expo marker and enough packages for everyone at your table.  I think there might be.  Go ahead and close your journals because we’re just going to do this right on our desks. That’s a fabulous idea, Student L, to put it on the floor so it’s accessible for later.",FALSE
Then you have eight people for brownies.  Eight and eight?,FALSE
"Okay.  Good.  All right.  So you’re on to C, right?   Good.",FALSE
What do you have now?,FALSE
Mm hm.  And now imagine it is – very good.  Okay?,FALSE
That wasn’t everybody.,FALSE
"It sort of looks Christmas tree-ish, like a model Christmas tree.  Student C, please.  Okay.  Way up high on the top of a tower.  Student D?",FALSE
What's the ending number?,FALSE
"Yeah, 'cause you’ve already – 17 is part of the 179.",FALSE
"A lot of you figured it out.  Good.  If this square is one, then you have to have it.  That's one, and you have to have one of the long sticks to show one tenth.  What if I wanted you to show one and four tenths?  Change it and show me one and four tenths.  Remember the square equals one, Student A, so you need it.   This is one.  Show me four tenths. Student S, I need to see your one and four tenths.  You have too many things.  Student A, you have too many things. Where's your one?  You have one.  Put that in front of you.  Your work, Student A, is here, close to you.  This is your storage area.  One and four tenths.  Okay.  So it looks like most of you put one whole thing, then four of the sticks.  Remember, these are called four tenths because it takes ten of them to fill up the whole thing, and only one to do one tenth.  Now look at something I've done of the board.  Do you remember, a long time ago, back to August, we were talking about different ways to write numbers?",FALSE
I’ll explain in a minute.,FALSE
16.  There’s 16 cups in a gallon.  How many cups are in a quart?,FALSE
You had the same amount.  Every color was picked the same?,FALSE
Plus one?,FALSE
520 plus 12 more.,FALSE
"Yeah, I totally agree with him.  That’s why I asked you what’s wrong.  You’re having a stomach ache?  So you think you could sit out the math lesson or you want to go to the nurse?",FALSE
Shaded.,FALSE
Okay.  So 2 plus what?,FALSE
"Pizza?  I’ll write it on the board for you.  I’m more concerned about the math than the spelling, but pizza is P-I-Z-Z-A.",FALSE
"Thank you, darling.  Okay.  So, we’re just gonna work through a few problems.  Once you feel like you have it, you’re free to go.  If you feel like you need more practice, then you just stay here with us, okay?  Once you’re free to go, go choose a center that you need to be at.  Okay? So, let’s start.  Let’s see.  We’ll try a two by two first. So, let’s see, we’ll do 73 times 56, 73 and 56.  So, I’m gonna start with what?",FALSE
48.  Okay.  8 times 1 plus 4 would be 12.,FALSE
"Yes.  Perfect.  That’s how – exactly how you record it, Student T.  Good job.",FALSE
Weird.,FALSE
"You need to do it yourself, okay?  What are you measuring? Start right from here.",FALSE
1 time.  3 x 1 is?,FALSE
Comma and we didn’t cross anything out here.,FALSE
"But then you said, ""How many notebooks do they need?""  You already said they need 9 notebooks.  So what do they need? You said each student – I have 45 students?  That's a lot. I have 9 students right now.  I would actually have 45 students?  I don't know if this makes sense.  Maybe Ms. B has 45 notebooks, not 45 students.  45 students is a lot of students.  That would be like 5 times the amount I have right now.  Look at me.  You have five minutes.  Ms. B has 45 – I would never have 45 students.  I would have maybe 45 notebooks and each student gets 9 notebooks?  But how many students do I have?",FALSE
So what would it be?  Four eighths.  Now that doesn't go as small as it can get.  How can we?  What would be a smaller fraction that's equivalent to four eighths?  What can they both be divided by?,FALSE
"18 right?  So for this one dividing the volume works, doesn’t it?  Okay.  [Inaudible], let’s look at package D.",FALSE
"Good.  You’re thinking very well there, my friends.",FALSE
"Sweetie, this is not the time.",TRUE
"So 4 tenths is still 6 tenths away from the whole and 40 hundredths is 60 hundredths away from the whole.  So they are actually equal.  Good job, group two.  All righty, and one more round.  Are we ready?",FALSE
"All right, we’re going to go ahead and get started on math. We’re going to go over our homework from last night, first. So go ahead and take that out with your red pens, please. Does anybody have any questions about the homework before we get started?  Remember we do have a test tomorrow. All right, number 16, what did you get for your answer?  Number 16, Student J?",FALSE
"So each person, please don’t break them.  These were expensive. Each person can get one crayon.",FALSE
Four.  What number is in the tens place?,FALSE
How many?,FALSE
"Twenty-five.  I’m going to put my five up here, and I’m going to put 25 here, and I’m going to subtract.  I also know – and I didn’t put it here, but we have an invisible multiplication sign, because everything that I’ve put up here I multiply, right?  Now I’m going to subtract.  Five from eight gives me what?",FALSE
"Well, it could either land up or it could either land down. It's 50 percent up or maybe 50 percent could land down.  So why is that?",FALSE
"On Wednesday.  Do you see how quickly we can grab that data? We didn't have to count, we could just look, because after you tally it you then take your information and mark it and put it into a graph that you can just easily read using numbers.   So at the bottom it says on Wednesday four more bicycles were sold than on Tuesday.  So on Wednesday there were ten bicycles, how many were sold on Tuesday?",FALSE
Really?  I broke this into two parts and I broke this into two parts; how many little problems should I expect to have?,FALSE
Oh you did yeah. Okay do it again.,FALSE
"Two, two equal parts.  If you had your hexagon and you covered it with trapezoids, you then cover it with two trapezoids, and how many equal parts did you have?",FALSE
"I did not get it.  Okay, where’s your sheet?",FALSE
"Well, you’re getting ahead of yourself.  So, let’s go ahead and work on number three.  First of all, what is the rate we’re looking for right here.  What’s the rate we’re looking for on number 9.",FALSE
"So we would have 16 columns, right?  By how many – we knew there were 6.  Were there 6?  6 and 6?",FALSE
"Write it out here, and what is the value of 2 here?",FALSE
"She put eight.  One, two, three, four, five, six, seven, eight. And these are all red negatives.  You with me, Student?",FALSE
"30, okay? So, in this situation, we’re finding – we’re thinking about 3, the factor 3; that’s the one we want to skip count by.  So this is the tenth multiple of 3.  This is the tenth multiple of 3; the tenth multiple of 3; the tenth multiple of 3, and the what multiple?",FALSE
Everybody got that answer?,FALSE
"Okay, that’s fine.  Perfect.  So write the total in here, and write it in inches – what?  Is this inches or centimeters?",FALSE
A yard has 36 inches.,FALSE
"So, Student A, why don’t you draw that line again?  And she said that this moves a little bit to the side.  Stand there because we’re not done.  She said that three is here, right?  And she said she first made a 90 degree angle. Where is her line at?",FALSE
Then you miscounted.  How can you have an even edge?,FALSE
So we have five with a remainder of what?,FALSE
5 and above.,FALSE
"Vertically rather than horizontal?  Okay.  Two, three, four.",FALSE
"I’ll try 3.Remember, 3 is the one the mathematicians are arguing over?Let’s try 3.We know 4 doesn’t work.Are we allowed to add in this?No adding going on.Now when you guys say it won’t work, you can’t tell me it doesn’t work.It’s a very special number.",FALSE
"Three sixths.  So everybody put three sixths.  And you’re supposed to show each other the pieces as you do it and make sure you agree.  Student I, what do you have, honey?",FALSE
6 times.  4 x 6 is?,FALSE
I think that’s a ten.  He’s just trying to write on the board with this pen.,FALSE
"Okay.  Okay, remember you're working together.  You’re working together.  Check with your partner. Okay, how are we doing over here?",FALSE
"Yes, it would definitely look different.  Thank you very much. Let’s check another one.  We don’t have lots of these pictures, but we have several.  These are – this is another really good array.  We have another array, and let’s check out what that says.  It says what equation.  I’m much more interested in equations, but I’m also interested in what it has.  Let’s look at the left picture again, and Student K, would you come up and show us what you’re looking at and what the array would be on this one?  We probably should have kept track of that.  We had the first one – one of them was 1 by 4.  What was the next one?  3 by 6, and the other one was 3 by 4.  Go ahead.",FALSE
"14 squared.  Remember, Student T, what does my note say?  14 squared.  I say 14 squared equals 14 times 14.  Is that how you did it?",FALSE
"Behind the screen there are some words you may know, or some you may not know, okay?  The first one is decimal, and decimal point, tenths, and hundredths.  I want you to write down on a piece of paper what you know about those words, or what you think you know about those words, or if you know some examples of things to do with those words.  Write down what you think, then in a minute I'm going to let you share with a friend, and share with me.  If you don't know anything, just write down the words.",FALSE
"So now you going to write – make your graph attractive.  One person does the graph.  One person.  [Side comment about crayons].  One person is doing the graph.  Now you didn’t – you all are keep showing me, “I did it.  I did it.”  I don’t see anything.  I don’t need six graphs.  One graph and write down your constructive response underneath it as it’s stated in the graph.  As it’s stated in the graph.",FALSE
"It’s got a face on the top.  It has a face back there, a face right here, a face there, a face there, a face there.  How many faces does it have?",FALSE
Why?,FALSE
"And you’re working on the second one.  I’ll ask Student M again, and Student J, who are sitting down and paying attention.  I’ll ask Student A, and Student E.  Have you done two symmetrical shapes?",TRUE
"$89.00.  So it’s just the same thing, we rounded it to the nearest pound, which would be 89 pounds. Question B.  “The 9 moon rocks on display at the museum weight a total of 3.69 pounds.  What is the average weight of one moon rock?” What kind of problem is this?",FALSE
Why isn’t this whole thing a face?  Can you tell me Student?,FALSE
"So this one's pretty simple.You did 12 times 10 and what did you get?12 times 10 is 120.Good.This is what I want you to do.I want you to turn your paper over on the back, or you can use your notebook paper, either one.Oh, there's something on the back?",FALSE
[Inaudible].  11 minus 4.,FALSE
"Think about it.  What does the 2 represent in this equation, and what does the 3 represent in that equation?",FALSE
"Yes.  Not – you [inaudible] this one.  Not the parentheses. We're going to do parentheses – I mean, not the exponents. We are going to do that tomorrow.  And the last two.  So once again, this becomes slightly a multiplication issue. So let's bring it down.  Did you get 25?  Do you understand what you are doing?  Okay.",FALSE
Do it to the top.  So that's how we did equivalent fractions. Now let's look at this one.  Now tell me what to do.  Go ahead.,FALSE
Yeah.  So you brought down the two.  Now how many times does it go into – wait?  Why did you bring down the eight?  What’s the next number?  What’s the next number?,FALSE
Should we do it again?,FALSE
"Some opposite sides are equal, but not all opposite sides.",FALSE
"No, it’s not fine.",FALSE
"We're going to determine the parameter.  Suppose you have – because a lot of you all said you had a one wall – suppose you had a one wall where everything is on one wall.  Here's your sink, your stove, and your refrigerator.  So this will be your one line like that, and you will come like this, and that will be your triangle, okay?  So place – it doesn't have to be a fantastic drawing.  Just put your stove in a square, your refrigerator.  Think about your kitchen.  If your kitchen is very long and narrow, you're only going to use the first two rows, okay?  Yes?",FALSE
How many what?,FALSE
One time. You are just writing your one shape and you are gonna tell me why that tessellates.,FALSE
"She said that one of these would be 100 tenths.  Okay.  Now we know that's an improper fraction, right?  100 tenths would actually equal 10, and this is one thing, so does this one cube equal 10 of these?",FALSE
"You’re getting ahead, but you’re good.  I like, Student J, how you’re trying to think this out, okay?  So what times five is closest to 36?",FALSE
What’s the double of five?,FALSE
"Okay, the distance around a figure or around anything.  I could say, “What’s the perimeter of this room?”  Okay?  And then you’re going to measure.  So right now you’re gonna be measuring.  Student C, you need to go to the other side. Student G, over here.  Student M, over here.  You need to – ‘cause I don’t want anybody across from you.  I want you to get to a nice spot to work.  So you want to quietly do that.  You cannot have anybody around you.  Get into your independent spot to work.  Yes.",TRUE
"Okay, we’re still on the second fraction.  Excuse me for interrupting you, right?  So now we’re looking at the numerator, okay?  What does it say to do next, Student D?",FALSE
Excuse me?,FALSE
"All right.  Look at those 3 numbers, and look at the figures that go with them.  Can we come up with a formula for the area of a rectangle?  What is it?",FALSE
"Student, you just like to think of food.  We are going to move on.  So let's try one.",FALSE
Excellent.  Objective.  Volunteer for an objective.  Student E.,FALSE
"Okay, add it up, let me know.",FALSE
You're welcome.  Show me how you measure it.  Good.  Why don't you put it right in the centimeter?,FALSE
Where do you think they would go?,FALSE
Student D?,FALSE
All right.  Sorry I didn’t [get] all that too.  Am I in your way?  Everybody can see?,FALSE
"That’s what you have to find out, all right?  Now do you understand [inaudible]?  Put these away, please.  One. Two.  Three.  Four.  Leave those alone.  Yes.  [Inaudible] talk about it.",TRUE
Where’s all the math coming from?,FALSE
So what does that round to?,FALSE
Who said the height was 1?,FALSE
"Did you finish?  Did you finish the other thing? Oh, okay.  From the other day.  Okay.  I was trying to see if they were all correct.  Okay.  Okay.  Great.",FALSE
But I want to use this box.  I don’t have any other box.  What would I have to do in order to keep it from moving around? Student K.,FALSE
"Well, what do you think it’s going to be?  10 out of 100 is 10 percent.  All right.  So on the bottom of your notes page you have a couple that you need to convert.  So it says six eights. You need to convert that to a decimal now.  Then I’m going to have someone come up and do it on the board.  If you want to draw a horse for the first couple you may, but don’t spend the whole time drawing the horse.  Yes, you’re converting it to a decimal, like we just did.  Which one is going to be my horse, Student L?  The 8, can he go inside my house?  No.  I set up the first one for you.  Yes sir?",FALSE
3 divided by 2.  Does 9 – does something times 3 equal 9?,FALSE
"One out of two.  Okay, all right, so for number two, you have to cover Shape A with –",FALSE
Okay.,FALSE
"0.10.So can we count now from 0.10 to 0.15?Now we’ve got an easy pattern, right?0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, and we get to two tenths, and what’s another way to write two tenths?Twenty hundredths or 0.20.Now can we figure out where 1.25 lives?",FALSE
"Scooch in.  1,000, no, not 600.  Tuesday?  700…",FALSE
"I understand that.  Is there anybody else that was struggling? Student J, you’re okay, right?   So moving onto missing factors with Student T.  Alright. And I just helped you guys.  I don’t even think this is a coming in late thing, but let’s work this out.  Okay, ready?  So turn to – take your tool out.  Turn to page 61.",FALSE
"Week one, 1,160.",FALSE
"I need to not just see lines.I need to see these, Student B.You need to pull them out and use them.What are you doing?You are going to be [inaudible] to show me these.I need actual Cuisenaire rods on this.I need some rods on here, Student E.  I need some rods.",FALSE
"All right, you’re measuring something and it comes to here. Okay.  Okay, come see here.  Now, what are you measuring it to, the fourths, the eighths, the inch or the halves?",FALSE
"One inch equals 15 miles.  So keep going, Student A, what is the answer?",FALSE
288 what; cupcakes?,FALSE
Equals a thousand.  Student J?,FALSE
"Yes, Student A?",FALSE
So I have 2.2 times 2 is what?,FALSE
"Okay.  This will be the yarn table.  Can you tape – put this down here, stretch it out and tape it?  Yeah, wow.  We should find the perimeter of this table.  That’s what we’re gonna be doing after.",FALSE
"You did 50 x 4 equals 200, so you knew that was not enough, right?  Then what did you do?",FALSE
"Not yet ‘cause I think we need to spend a little time talking about what we’re doing, okay.  Student A, can I just see what you’ve gotten done so far?  That’s right, yeah.  Let’s talk about some of the strategies that some of you were able to use successfully, and some of you kind of had an idea that this was a strategy you might have seen before, but you weren’t really sure how to work it out They started writing 26s.  How many times did you write 26?",FALSE
Other one.,FALSE
"Don’t throw the denominator away.  We need it, okay?  All right, now we’re gonna move on, because I told – remember what I said, mixed numbers and improper fractions are interchangeable.  We’re going to take – I’m gonna show you how to take improper fractions and change them into mixed numbers, okay?  And we could start off with the one we just ended with, which is thirteen-fifths, thirteen-fifths, okay?  In order to change an improper fraction into a mixed number, or mixed numerals, you have to take your denominator, okay, and divide it into your numerator.  So your numerator – what’s our numerator?",FALSE
"If you would take just a minute to clean up, and let’s just have one person stay behind and clean up the base 10 blocks.Actually you know what?Student G, and Student P, can you get some of those containers back there and go around and collect the base 10 blocks for the various containers?",FALSE
The difference.  What does difference mean?,FALSE
"Beautiful reading.  Before we begin, you will be going into different groups today, so try your best when you work in your groups.  And after I send you to your group, you can follow what's the blackboard.  So before we go on, it says review simplifying fractions.  Very quickly, raise your hand to tell me.  I'll give you a set of fractions.  You tell me what factors go into it.  Then you will need to simplify it.  Good, all right.  8 over 16.  [Inaudible] says what are the factors that go into it and what does it equal to, 8 over 16?  Student B.",FALSE
Does it?  Let's read it again.  Jamie's family visited their grandmother who lives 634 miles from their home.  On the first day—,FALSE
"So, what you’re saying Student J, is this matches here.",FALSE
"Yeah, so I'm gonna round this to $1.00.  And the next one is 95 cents.",FALSE
Huh?,FALSE
"No, because I'm under the water then.  Okay?  So I might need some special breathing apparatus.",FALSE
So you have three rows.  In order for you to take the total divided by rows equals your columns.  So how many different colored rows should you have for this particular problem? Do you have the right number?  How many different colors do you have?,FALSE
What is the answer?,FALSE
Let’s see.,FALSE
"On a calculator, they don't have fractions, so you're going to have to have another way to express numbers.This is how you do it.You write one tenth this way.Now we're going to try another one.Ready?This time I want you to write one one- hundredth as a fraction.",FALSE
"Do we have to divide?  Student D, do we have to divide to find one whole?",FALSE
"I’m going to write your idea like this.  One-half equals six- twelfths.  Is that all right?  Okay.  What else do we know about fractions?  I’m going to come to someone from the red group after Student J, so be thinking.  Maybe you’re just going to take - Student C, I might call on you, sweetheart. You better put that ruler away.  Look at me.  Put the ruler away.  You need to be thinking.  Maybe you’re going to take an idea from here – that’s fine – and put it over here.  It doesn’t have to be a brand new idea, but you should be thinking.  Student J, what else do we know about fractions?",TRUE
"Okay.  Where's yours?  What about two sixths and all of those numbers?  Until you reach 0.4.  You're not adding.  In between.  Any number that comes in between.  Nice.  Some people are using their number lines.  Very good.  I was watching to see who was going to use the number line.  Let me see yours.  Good job.  Good.  Let me see yours, Student E.  All right, Student S.  Let me see.  Okay.  All right, Student M.  Where's yours?  Anything in between, in order. You can go in order, yes.  Got it, Student C?  Okay.  All right.  We'll work on it.  Anything in between.  Give me your pencil.  We are going to start at what?  What's your question?  In between the smallest number – excuse me, pay attention – 5 to 0.4.  What do you need in between to get up to this 0.4?  Student C, you've got it.  Okay.  Now let me read the problem for you again.  At the zoo Susie walked 0.25 of a mile and Felix walked 0.4 of a mile.  Who walked the longest distance?  Student M, who walked the longest distance here?",TRUE
How many people agree with 192?  Why do you agree with 192?,FALSE
2,FALSE
Minus five because it’s decreasing here.  Is this decreasing?,FALSE
"We should get 57, so let’s align this vertically and see if that’s what we get.  What’s four plus three?",FALSE
"33, Student R?  Student D, you had 37.  You recounted and you have 36?",FALSE
Do we do anything with the 8?,FALSE
"Okay, we’re going to turn around and come sit over here.  You know what?  Student D, B and I, why don’t you put these three desks together.  Okay, Student I, you’re going to come over here.  You guys need to work a little bit more closely with each other.  So Student I, swing the desk around.  I’m going to have you sit right here, Student I. So why doesn’t everybody start with the blue set of cards.  You have a pencil?  You all need a piece of paper.  Did you get a pack of cards?  Open’m up.  Where’s your pencil, Student C? Now, there needs to be what when we do group work – what do we need to have?",FALSE
Okay. Do you have a notebook for math? Do you have a notebook for math?,FALSE
You don’t know what other division problem I can make from this multiplication problem.,FALSE
Yep.  Okay.  So now what do you need to do.,FALSE
Nine times nine?,FALSE
Does that work in both of these examples?,FALSE
Where is Student S?  She left?,FALSE
Any questions?,FALSE
Yes.,FALSE
"So if I have three groups of 3, what do I have?",FALSE
